TIME,LATITUDE,LONGITUDE,RAINFALL
2017-01-01,23.5,92.75,0.0
2017-01-01,23.5,93.0,0.0
2017-01-01,23.5,93.25,0.0
2017-01-01,23.75,92.75,0.0
2017-01-01,23.75,93.0,0.0
2017-01-01,23.75,93.25,0.0
2017-01-01,24.0,92.75,0.0
2017-01-01,24.0,93.0,0.0
2017-01-01,24.0,93.25,0.0
2017-01-01,24.25,92.75,0.0
2017-01-01,24.25,93.0,0.0
2017-01-01,24.25,93.25,0.0
2017-01-01,24.5,92.75,0.0
2017-01-01,24.5,93.0,0.0
2017-01-01,24.5,93.25,0.0
2017-01-01,24.75,92.75,0.0
2017-01-01,24.75,93.0,0.0
2017-01-01,24.75,93.25,0.0
2017-01-01,25.0,92.75,0.0
2017-01-01,25.0,93.0,0.0
2017-01-01,25.0,93.25,0.0
2017-01-01,25.25,92.75,0.0
2017-01-01,25.25,93.0,0.0
2017-01-01,25.25,93.25,0.0
2017-01-01,25.5,92.75,0.0
2017-01-01,25.5,93.0,0.0
2017-01-01,25.5,93.25,0.0
2017-01-01,25.75,92.75,0.0
2017-01-01,25.75,93.0,0.0
2017-01-01,25.75,93.25,0.0
2017-01-02,23.5,92.75,0.0
2017-01-02,23.5,93.0,0.0
2017-01-02,23.5,93.25,0.0
2017-01-02,23.75,92.75,0.0
2017-01-02,23.75,93.0,0.0
2017-01-02,23.75,93.25,0.0
2017-01-02,24.0,92.75,0.0
2017-01-02,24.0,93.0,0.0
2017-01-02,24.0,93.25,0.0
2017-01-02,24.25,92.75,0.0
2017-01-02,24.25,93.0,0.0
2017-01-02,24.25,93.25,0.0
2017-01-02,24.5,92.75,0.0
2017-01-02,24.5,93.0,0.0
2017-01-02,24.5,93.25,0.0
2017-01-02,24.75,92.75,0.0
2017-01-02,24.75,93.0,0.0
2017-01-02,24.75,93.25,0.0
2017-01-02,25.0,92.75,0.0
2017-01-02,25.0,93.0,0.0
2017-01-02,25.0,93.25,0.0
2017-01-02,25.25,92.75,0.0
2017-01-02,25.25,93.0,0.0
2017-01-02,25.25,93.25,0.0
2017-01-02,25.5,92.75,0.0
2017-01-02,25.5,93.0,0.0
2017-01-02,25.5,93.25,0.0
2017-01-02,25.75,92.75,0.0
2017-01-02,25.75,93.0,0.0
2017-01-02,25.75,93.25,0.0
2017-01-03,23.5,92.75,0.0
2017-01-03,23.5,93.0,0.0
2017-01-03,23.5,93.25,0.0
2017-01-03,23.75,92.75,0.0
2017-01-03,23.75,93.0,0.0
2017-01-03,23.75,93.25,0.0
2017-01-03,24.0,92.75,0.0
2017-01-03,24.0,93.0,0.0
2017-01-03,24.0,93.25,0.0
2017-01-03,24.25,92.75,0.0
2017-01-03,24.25,93.0,0.0
2017-01-03,24.25,93.25,0.0
2017-01-03,24.5,92.75,0.0
2017-01-03,24.5,93.0,0.0
2017-01-03,24.5,93.25,0.0
2017-01-03,24.75,92.75,0.0
2017-01-03,24.75,93.0,0.0
2017-01-03,24.75,93.25,0.0
2017-01-03,25.0,92.75,0.0
2017-01-03,25.0,93.0,0.0
2017-01-03,25.0,93.25,0.0
2017-01-03,25.25,92.75,0.0
2017-01-03,25.25,93.0,0.0
2017-01-03,25.25,93.25,0.0
2017-01-03,25.5,92.75,0.0
2017-01-03,25.5,93.0,0.0
2017-01-03,25.5,93.25,0.0
2017-01-03,25.75,92.75,0.0
2017-01-03,25.75,93.0,0.0
2017-01-03,25.75,93.25,0.0
2017-01-04,23.5,92.75,0.0
2017-01-04,23.5,93.0,0.0
2017-01-04,23.5,93.25,0.0
2017-01-04,23.75,92.75,0.0
2017-01-04,23.75,93.0,0.0
2017-01-04,23.75,93.25,0.6027895212173462
2017-01-04,24.0,92.75,0.0
2017-01-04,24.0,93.0,0.0
2017-01-04,24.0,93.25,3.1991865634918213
2017-01-04,24.25,92.75,0.0
2017-01-04,24.25,93.0,0.0
2017-01-04,24.25,93.25,4.205734252929688
2017-01-04,24.5,92.75,0.0
2017-01-04,24.5,93.0,0.5744485259056091
2017-01-04,24.5,93.25,5.326194286346436
2017-01-04,24.75,92.75,0.0
2017-01-04,24.75,93.0,0.5807809233665466
2017-01-04,24.75,93.25,6.2481465339660645
2017-01-04,25.0,92.75,0.0
2017-01-04,25.0,93.0,0.6450209617614746
2017-01-04,25.0,93.25,5.457720756530762
2017-01-04,25.25,92.75,0.0
2017-01-04,25.25,93.0,0.0
2017-01-04,25.25,93.25,2.901325225830078
2017-01-04,25.5,92.75,0.0
2017-01-04,25.5,93.0,0.0
2017-01-04,25.5,93.25,0.2707386016845703
2017-01-04,25.75,92.75,0.0
2017-01-04,25.75,93.0,0.0
2017-01-04,25.75,93.25,0.0
2017-01-05,23.5,92.75,0.0
2017-01-05,23.5,93.0,0.0
2017-01-05,23.5,93.25,0.0
2017-01-05,23.75,92.75,0.0
2017-01-05,23.75,93.0,0.0
2017-01-05,23.75,93.25,0.0
2017-01-05,24.0,92.75,0.0
2017-01-05,24.0,93.0,0.0
2017-01-05,24.0,93.25,0.0
2017-01-05,24.25,92.75,0.0
2017-01-05,24.25,93.0,0.0
2017-01-05,24.25,93.25,0.0
2017-01-05,24.5,92.75,0.0
2017-01-05,24.5,93.0,0.0
2017-01-05,24.5,93.25,0.0
2017-01-05,24.75,92.75,0.0
2017-01-05,24.75,93.0,0.0
2017-01-05,24.75,93.25,0.0
2017-01-05,25.0,92.75,0.0
2017-01-05,25.0,93.0,0.0
2017-01-05,25.0,93.25,0.0
2017-01-05,25.25,92.75,0.0
2017-01-05,25.25,93.0,0.0
2017-01-05,25.25,93.25,0.5840864181518555
2017-01-05,25.5,92.75,0.0
2017-01-05,25.5,93.0,0.0
2017-01-05,25.5,93.25,0.7097228765487671
2017-01-05,25.75,92.75,0.0
2017-01-05,25.75,93.0,0.1095663085579872
2017-01-05,25.75,93.25,0.3460591435432434
2017-01-06,23.5,92.75,0.5079385042190552
2017-01-06,23.5,93.0,0.493378072977066
2017-01-06,23.5,93.25,0.4331707060337066
2017-01-06,23.75,92.75,0.5982156991958618
2017-01-06,23.75,93.0,0.594451904296875
2017-01-06,23.75,93.25,0.5528349280357361
2017-01-06,24.0,92.75,0.7571535110473633
2017-01-06,24.0,93.0,0.4035667181015014
2017-01-06,24.0,93.25,0.0
2017-01-06,24.25,92.75,0.0
2017-01-06,24.25,93.0,0.0
2017-01-06,24.25,93.25,0.0
2017-01-06,24.5,92.75,0.0
2017-01-06,24.5,93.0,0.0
2017-01-06,24.5,93.25,0.0
2017-01-06,24.75,92.75,0.0
2017-01-06,24.75,93.0,0.0
2017-01-06,24.75,93.25,0.0
2017-01-06,25.0,92.75,0.0
2017-01-06,25.0,93.0,0.0
2017-01-06,25.0,93.25,0.0
2017-01-06,25.25,92.75,0.0
2017-01-06,25.25,93.0,0.0
2017-01-06,25.25,93.25,0.0
2017-01-06,25.5,92.75,0.0
2017-01-06,25.5,93.0,0.0
2017-01-06,25.5,93.25,0.0
2017-01-06,25.75,92.75,0.0
2017-01-06,25.75,93.0,0.0
2017-01-06,25.75,93.25,0.0
2017-01-07,23.5,92.75,0.0
2017-01-07,23.5,93.0,0.0
2017-01-07,23.5,93.25,0.0
2017-01-07,23.75,92.75,0.0
2017-01-07,23.75,93.0,0.0
2017-01-07,23.75,93.25,0.0
2017-01-07,24.0,92.75,0.0
2017-01-07,24.0,93.0,0.0
2017-01-07,24.0,93.25,0.0
2017-01-07,24.25,92.75,0.0
2017-01-07,24.25,93.0,0.0
2017-01-07,24.25,93.25,0.0
2017-01-07,24.5,92.75,0.0
2017-01-07,24.5,93.0,0.0
2017-01-07,24.5,93.25,0.0
2017-01-07,24.75,92.75,0.0
2017-01-07,24.75,93.0,0.0
2017-01-07,24.75,93.25,0.0
2017-01-07,25.0,92.75,0.0
2017-01-07,25.0,93.0,0.0
2017-01-07,25.0,93.25,0.0
2017-01-07,25.25,92.75,0.0
2017-01-07,25.25,93.0,0.0
2017-01-07,25.25,93.25,0.0
2017-01-07,25.5,92.75,0.0
2017-01-07,25.5,93.0,0.0
2017-01-07,25.5,93.25,0.0
2017-01-07,25.75,92.75,0.0
2017-01-07,25.75,93.0,0.0
2017-01-07,25.75,93.25,0.0
2017-01-08,23.5,92.75,0.0
2017-01-08,23.5,93.0,0.0
2017-01-08,23.5,93.25,0.0
2017-01-08,23.75,92.75,0.0
2017-01-08,23.75,93.0,0.0
2017-01-08,23.75,93.25,0.0
2017-01-08,24.0,92.75,0.0
2017-01-08,24.0,93.0,0.0
2017-01-08,24.0,93.25,0.0
2017-01-08,24.25,92.75,0.0
2017-01-08,24.25,93.0,0.0
2017-01-08,24.25,93.25,0.0
2017-01-08,24.5,92.75,0.0
2017-01-08,24.5,93.0,0.0
2017-01-08,24.5,93.25,0.0
2017-01-08,24.75,92.75,0.0
2017-01-08,24.75,93.0,0.0
2017-01-08,24.75,93.25,0.0
2017-01-08,25.0,92.75,0.0
2017-01-08,25.0,93.0,0.0
2017-01-08,25.0,93.25,0.0
2017-01-08,25.25,92.75,0.0
2017-01-08,25.25,93.0,0.0
2017-01-08,25.25,93.25,0.0
2017-01-08,25.5,92.75,0.0
2017-01-08,25.5,93.0,0.0
2017-01-08,25.5,93.25,0.0
2017-01-08,25.75,92.75,0.0
2017-01-08,25.75,93.0,0.0
2017-01-08,25.75,93.25,0.0
2017-01-09,23.5,92.75,0.0
2017-01-09,23.5,93.0,0.0
2017-01-09,23.5,93.25,0.0
2017-01-09,23.75,92.75,0.0
2017-01-09,23.75,93.0,0.0
2017-01-09,23.75,93.25,0.0
2017-01-09,24.0,92.75,0.0
2017-01-09,24.0,93.0,0.0
2017-01-09,24.0,93.25,0.0
2017-01-09,24.25,92.75,0.0
2017-01-09,24.25,93.0,0.0
2017-01-09,24.25,93.25,0.0
2017-01-09,24.5,92.75,0.0
2017-01-09,24.5,93.0,0.0
2017-01-09,24.5,93.25,0.0
2017-01-09,24.75,92.75,0.0
2017-01-09,24.75,93.0,0.0
2017-01-09,24.75,93.25,0.0
2017-01-09,25.0,92.75,0.0
2017-01-09,25.0,93.0,0.0
2017-01-09,25.0,93.25,0.0
2017-01-09,25.25,92.75,0.0
2017-01-09,25.25,93.0,0.0
2017-01-09,25.25,93.25,0.0
2017-01-09,25.5,92.75,0.0
2017-01-09,25.5,93.0,0.0
2017-01-09,25.5,93.25,0.0
2017-01-09,25.75,92.75,0.0
2017-01-09,25.75,93.0,0.0
2017-01-09,25.75,93.25,0.0
2017-01-10,23.5,92.75,0.0
2017-01-10,23.5,93.0,0.0
2017-01-10,23.5,93.25,0.0
2017-01-10,23.75,92.75,0.0
2017-01-10,23.75,93.0,0.0
2017-01-10,23.75,93.25,0.0
2017-01-10,24.0,92.75,0.0
2017-01-10,24.0,93.0,0.0
2017-01-10,24.0,93.25,0.0
2017-01-10,24.25,92.75,0.0
2017-01-10,24.25,93.0,0.0
2017-01-10,24.25,93.25,0.0
2017-01-10,24.5,92.75,0.0
2017-01-10,24.5,93.0,0.0
2017-01-10,24.5,93.25,0.0
2017-01-10,24.75,92.75,0.0
2017-01-10,24.75,93.0,0.0
2017-01-10,24.75,93.25,0.0
2017-01-10,25.0,92.75,0.0
2017-01-10,25.0,93.0,0.0
2017-01-10,25.0,93.25,0.0
2017-01-10,25.25,92.75,0.0
2017-01-10,25.25,93.0,0.0
2017-01-10,25.25,93.25,0.0
2017-01-10,25.5,92.75,0.0
2017-01-10,25.5,93.0,0.0
2017-01-10,25.5,93.25,0.0
2017-01-10,25.75,92.75,0.0
2017-01-10,25.75,93.0,0.0
2017-01-10,25.75,93.25,0.0
2017-01-11,23.5,92.75,0.0
2017-01-11,23.5,93.0,0.0
2017-01-11,23.5,93.25,0.0
