TIME,LATITUDE,LONGITUDE,RAINFALL
2020-01-01,23.5,92.75,0.0
2020-01-01,23.5,93.0,0.0
2020-01-01,23.5,93.25,0.0
2020-01-01,23.75,92.75,0.0
2020-01-01,23.75,93.0,0.0
2020-01-01,23.75,93.25,0.0
2020-01-01,24.0,92.75,0.0
2020-01-01,24.0,93.0,0.0
2020-01-01,24.0,93.25,0.0
2020-01-01,24.25,92.75,0.0
2020-01-01,24.25,93.0,0.0
2020-01-01,24.25,93.25,0.0
2020-01-01,24.5,92.75,0.0
2020-01-01,24.5,93.0,0.0
2020-01-01,24.5,93.25,0.0
2020-01-01,24.75,92.75,0.0
2020-01-01,24.75,93.0,0.0
2020-01-01,24.75,93.25,0.0
2020-01-01,25.0,92.75,1.8715317249298096
2020-01-01,25.0,93.0,0.9928557872772216
2020-01-01,25.0,93.25,0.2606549263000488
2020-01-01,25.25,92.75,2.287028312683105
2020-01-01,25.25,93.0,1.3041315078735352
2020-01-01,25.25,93.25,0.3155593872070312
2020-01-01,25.5,92.75,1.0288249254226685
2020-01-01,25.5,93.0,1.0036003589630127
2020-01-01,25.5,93.25,0.0
2020-01-01,25.75,92.75,0.0
2020-01-01,25.75,93.0,0.0
2020-01-01,25.75,93.25,0.0
2020-01-02,23.5,92.75,2.285611391067505
2020-01-02,23.5,93.0,2.3992836475372314
2020-01-02,23.5,93.25,2.350496292114258
2020-01-02,23.75,92.75,2.660840511322021
2020-01-02,23.75,93.0,2.710068225860596
2020-01-02,23.75,93.25,2.823803424835205
2020-01-02,24.0,92.75,2.654940366744995
2020-01-02,24.0,93.0,2.880157232284546
2020-01-02,24.0,93.25,2.6809241771698
2020-01-02,24.25,92.75,0.8261767029762268
2020-01-02,24.25,93.0,1.6539616584777832
2020-01-02,24.25,93.25,2.648160219192505
2020-01-02,24.5,92.75,1.520125150680542
2020-01-02,24.5,93.0,2.325425148010254
2020-01-02,24.5,93.25,2.886060953140259
2020-01-02,24.75,92.75,1.8161877393722532
2020-01-02,24.75,93.0,2.280171632766724
2020-01-02,24.75,93.25,3.066139936447144
